"","edu","m1","m2","res"
"790",5,16,1,0.324837111194452
"791",5,16,11,0.0392781527119803
"792",5,16,17,0.0437135405458074
"793",5,16,19,0.00927939426982863
"794",5,16,4,0.016588381453193
"795",5,16,6,0.00589391351641759
"796",5,16,2,0.0110123838234118
"797",5,16,16,0.273293835134875
"798",5,16,15,0.0112568832084219
"799",5,16,13,0.00557185603810278
"800",5,18,3,0.0205352322867198
"801",5,18,0,0.213114527625508
"802",5,18,1,0.0690270374983742
"803",5,18,19,0.0261151436316363
"804",5,18,4,0.0115116799166549
"805",5,18,6,0.00557362041661364
"806",5,18,2,0.0115322583759608
"807",5,18,18,0.655704497196443
"808",5,18,5,0.00571456636628256
"809",5,18,13,0.0273695174935664
"810",5,15,3,0.0844242900039867
"811",5,15,0,0.28798084941965
"812",5,15,1,0.212750230578881
"813",5,15,11,0.0208598084049309
"814",5,15,17,0.0778667424372203
"815",5,15,19,0.00784319537018641
"816",5,15,4,0.0543014232885103
"817",5,15,2,0.0108906459367804
"818",5,15,16,0.0641861424016768
"819",5,15,15,0.21962229116975
"820",5,15,13,0.0110214335447901
"821",5,15,97,0.00834122874086549
"822",5,5,3,0.0413426904249171
"823",5,5,0,0.234144776954671
"824",5,5,1,0.0592960278693195
"825",5,5,17,0.0209129470134741
"826",5,5,19,0.0127436592891112
"827",5,5,4,0.00785114134794094
"828",5,5,6,0.00887281100487692
"829",5,5,16,0.0075273000876145
"830",5,5,18,0.00596006270993317
"831",5,5,5,0.651411458859984
"832",5,8,3,0.0449442464245216
"833",5,8,0,0.265267149976952
"834",5,8,1,0.0619517649512862
"835",5,8,11,0.00914545161894071
"836",5,8,6,0.0109342190157849
"837",5,8,5,0.0313150280052834
"838",5,8,8,0.524809997649067
"839",5,13,3,0.0632732837766642
"840",5,13,0,0.230101250833185
"841",5,13,1,0.237316347468631
"842",5,13,17,0.015653280831635
"843",5,13,19,0.114926789143885
"844",5,13,4,0.0694353670446612
"845",5,13,6,0.00606695904438513
"846",5,13,16,0.0411431576903911
"847",5,13,15,0.0148372193867722
"848",5,13,13,0.254885401767062
"849",5,10,3,0.134225286058867
"850",5,10,0,0.204579862499902
"851",5,10,1,0.22979750292499
"852",5,10,2,0.0145925497062702
"853",5,10,10,0.364055229532694
"854",5,12,3,0.0706801729593441
"855",5,12,0,0.390171473821425
"856",5,12,11,0.0133825208260802
"857",5,12,17,0.0233007518086336
"858",5,12,12,0.455149543686219
"859",5,97,3,0.217665172985278
"860",5,97,0,0.345221772103402
"861",5,97,1,0.0865313544824531
"862",5,97,17,0.0159401214334641
"863",5,97,4,0.0076698667962418
"864",5,97,16,0.026161103026483
"865",5,97,18,0.00579794109963323
"866",5,97,97,0.32497437475145
"867",5,20,3,0.115327313888476
"868",5,20,0,0.0446560642082123
"869",5,20,1,0.424887578322914
"870",5,20,17,0.0935162845156378
"871",5,20,4,0.0723761108595303
"872",5,20,6,0.0139571841299282
"873",5,20,2,0.118952306813278
"874",5,20,16,0.0394023119576208
"875",5,20,15,0.0248589262085768
"876",5,20,20,0.106847557032437
"877",5,7,3,0.0507467940731448
"878",5,7,0,0.354025981993072
"879",5,7,17,0.0290415636981603
"880",5,7,5,0.0487237496295998
"881",5,7,7,0.486967167007611
"882",5,14,0,0.160921763560423
"883",5,9,0,0.177504698163135
"884",5,9,1,0.0125995636961443
"885",5,9,18,0.0063215088762989
"886",5,9,9,0.804074436108518
