"","HOUSEID","TRAVDAY","HOMEOWN","HHSIZE","HHVEHCNT","HHFAMINC","DRVRCNT","HHSTATE","HHSTFIPS","NUMADLT","WRKCOUNT","TDAYDATE","HHRESP","LIF_CYC","MSACAT","MSASIZE","RAIL","URBAN","URBANSIZE","URBRUR","CENSUS_D","CENSUS_R","CDIVMSAR","HH_RACE","HH_HISP","HH_CBSA","HBHTNRNT","HBPPOPDN","HBRESDN","HTEEMPDN","HTHTNRNT","HTPPOPDN","HTRESDN","SMPLSRCE","PERSONID","R_AGE","EDUC","R_HISP","R_RELAT","R_SEX","R_RACE","PRMACT","PAYPROF","GT1JBLWK","WRK_HOME","WKFTPT","WRKTRANS","LSTTRDAY17","OCCAT","SCHTYP","NWALKTRP","WALK4EX","NBIKETRP","BIKE4EX","BIKESHARE","PTUSED","MCUSED","CARSHARE","RIDESHARE","CARRODE","TIMETOWK","NOCONG","PUBTIME","WRKTIME","WKRMHM","FLEXTIME","WKFMHMXX","SCHTRN1","SCHTRN2","DELIVER","MEDCOND","MEDCOND6","HEALTH","PHYACT","VPACT","LPACT","BORNINUS","YRTOUS","YEARMILE","PROXY","WHOPROXY","USEPUBTR","SAMEPLC","W_NONE","W_CANE","W_WLKR","W_WHCANE","W_DOG","W_CRUTCH","W_SCOOTR","W_CHAIR","W_MTRCHR","WORKER","DIARY","OUTCNTRY","FRSTHM17","CNTTDTR","GCDWORK","WKSTFIPS","DRIVER","OUTOFTWN","DISTTOWK17","DISTTOSC17","ALT_16","ALT_23","ALT_45","WALK_DEF","WALK_GKQ","BIKE_DFR","BIKE_GKP","CONDTRAV","CONDRIDE","CONDNIGH","CONDRIVE","CONDPUB","CONDSPEC","CONDTAX","WTPERFIN","SAMPSTRAT","PC","SPHONE","TAB","WALK","BIKE","CAR","TAXI","BUS","TRAIN","PARA","PRICE","PLACE","WALK2SAVE","BIKE2SAVE","PTRANS","HHRELATD","CNTTDHH","YOUNGCHILD","SCRESP","RESP_CNT","WEBUSE17","WTHHFIN","NCHILD0TO5","NCHILD6TO17","UNIQUEID","NTOUR","HBSimple","HBOnly","HBandWB","MODEALLTRANSIT","MODEMIXED","MODENOTRANSIT","WORKACTDUR","WORKTRAVELDUR","WORKACTTRAVELDUR","TRANSITACTDUR","TRANSITTRAVELDUR","TRANSITACTTRAVELDUR","NONTRANSITACTDUR","NONTRANSITTRAVELDUR","NONTRANSITACTTRAVELDUR","NONWORKACTDUR","MALE","HISPANIC","MULTIJOB","FULLTIME","FLEXIBLE","LOWINCOME","MIDINCOME","HIGHINCOME","MSA1MILWITHRAIL","MSA1MILWITHOUTRAIL","MSALESS1MIL","NOTMSA","PCHILD0TO5","PCHILD6TO17","NONWORKTRAVELDUR","NONWORKACTTRAVELDUR","OTHER"
"388",30178817,4,2,4,1,9,1,"DC",11,4,3,201608,3,2,1,5,1,1,5,1,5,3,51,1,2,"47900",70,30000,30000,5000,70,30000,17000,1,4,25,4,2,7,1,97,1,-1,2,2,1,16,-1,4,-1,14,0,0,-1,-1,20,-1,0,10,-9,60,-1,15,"09:00 AM",1,1,3,-1,-1,1,2,-1,2,3,4,-1,1,-1,-1,1,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,1,4,2.78999999999996,11,2,2,3.94999999999993,-9,4,4,4,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,4234.08613572578,1,1,1,5,2,4,1,3,3,3,5,3,3,2,2,2,2,15,0,1,4,1,3392.00438860364,0,0,"30178817_4",2,1,0,0,1,0,0,480,60,540,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1
"389",30179964,4,2,2,2,7,2,"CA",6,2,2,201608,1,2,1,5,1,1,5,1,9,4,91,1,2,"31080",0,3000,1500,3000,5,7000,1500,2,1,27,4,2,1,1,1,1,-1,2,2,1,11,-1,4,-1,63,5,0,-1,-1,15,-1,0,2,-9,60,-1,0,"09:15 AM",1,1,0,-1,-1,1,2,-1,2,3,3,-1,1,-1,13000,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,1,6,10.6599999999999,6,1,2,14.1199999999999,-9,3,4,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1479.07447133583,1,1,1,5,1,5,2,3,2,4,5,4,4,4,4,1,1,11,0,1,2,1,1301.56667674452,0,0,"30179964_1",2,0,0,1,1,0,0,423,60,483,0,0,0,49,6,55,49,1,0,0,1,1,0,1,0,1,0,0,0,0,0,6,55,1
"390",30180414,3,2,1,0,1,0,"CO",8,1,1,201612,1,1,2,4,2,1,4,1,8,4,82,2,2,"19740",95,3000,750,350,95,3000,750,1,1,29,3,2,1,2,2,1,-1,2,2,2,11,-1,2,-1,20,0,0,-1,-1,30,-1,0,0,-9,15,-1,10,"10:00 AM",1,1,0,-1,-1,1,2,-1,3,2,-1,5,1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,6,0.0199999999999996,8,2,2,0.0199999999999996,-9,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13584.0638198701,2,2,1,4,1,3,5,4,1,2,5,4,1,4,3,5,2,6,0,1,1,1,8087.9284472206,0,0,"30180414_1",2,0,1,0,1,0,0,160,15,175,0,0,0,77,13,90,77,0,0,0,0,1,1,0,0,0,1,0,0,0,0,13,90,1
"391",30181054,5,1,3,3,11,3,"GA",13,3,2,201609,1,10,1,5,1,1,5,1,5,3,51,1,1,"12060",30,3000,1500,1500,50,3000,1500,2,3,65,5,1,4,1,1,1,-1,2,2,1,16,-1,4,-1,14,12,0,-1,-1,20,-1,0,0,-9,45,-1,20,"07:45 AM",1,1,0,-1,-1,1,2,-1,1,2,-1,12,2,1959,6000,1,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,4,6.15999999999985,13,1,2,8.02999999999975,-9,3,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1038.32913912174,1,1,1,2,5,2,2,5,5,3,5,5,2,5,1,2,1,15,0,1,3,1,961.515174951616,0,0,"30181054_3",1,0,0,0,0,0,0,0,45,45,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1
"392",30181089,4,1,3,1,5,3,"CA",6,3,2,201609,1,2,4,6,2,2,6,1,9,4,94,1,2,"XXXXX",60,3000,1500,750,60,3000,1500,2,3,36,3,2,3,1,1,1,-1,2,2,2,11,-1,1,-1,7,5,0,-1,-1,4,-1,0,0,-9,20,-1,0,"08:00 AM",2,2,-1,-1,-1,0,2,-1,2,3,5,-1,1,-1,500,1,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,3,1.69,6,1,2,1.98999999999995,-9,1,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,151.175645369673,4,1,3,2,3,5,1,5,4,5,5,2,2,2,3,3,1,8,0,1,3,1,150.171231804311,0,0,"30181089_3",1,0,1,0,1,0,0,480,20,500,0,0,0,110,10,120,110,1,0,0,0,0,0,1,0,0,0,0,1,0,0,10,120,0
"393",30181471,2,1,4,2,9,2,"IL",17,2,1,201609,1,4,1,5,1,1,5,1,3,2,31,1,1,"16980",0,3000,1500,3000,30,7000,3000,1,2,41,4,2,2,1,1,1,-1,2,2,1,15,-1,4,-1,20,0,3,3,0,22,-1,0,0,-9,60,-1,0,"08:35 AM",1,1,1,-1,-1,2,2,-1,2,2,-1,3,1,-1,7500,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,2,15.1899999999996,17,1,2,17.9599999999991,-9,-1,-1,-1,-1,-1,-9,-9,-1,-1,-1,-1,-1,-1,-1,8041.66084531387,1,4,1,3,1,3,1,4,5,4,5,5,4,2,3,2,1,8,2,1,4,1,7458.52040086831,0,0,"30181471_2",1,1,0,0,1,0,0,474,60,534,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
"395",30182771,2,1,3,2,6,3,"TX",48,3,3,201609,3,8,2,5,2,1,4,1,7,3,72,3,2,"19100",5,7000,1500,3000,5,7000,1500,2,1,48,5,2,1,1,3,1,-1,2,2,1,15,-1,4,-1,5,0,0,-1,-1,22,-1,1,0,-9,50,-1,30,"08:30 AM",2,1,-1,-1,-1,0,2,-1,4,2,-1,2,2,2009,-88,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,1,4,11.3399999999997,48,1,2,19.3199999999997,-9,1,2,2,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,110.968148145065,2,1,1,5,1,5,1,5,4,1,5,4,2,3,3,2,1,15,0,1,3,1,121.631950546589,0,0,"30182771_1",2,1,0,0,0,1,0,480,50,530,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1
"396",30183002,3,2,1,1,7,1,"PA",42,1,1,201607,1,1,1,5,1,1,5,1,2,1,21,1,2,"37980",50,17000,7000,5000,50,17000,7000,1,1,30,5,2,1,2,1,1,-1,2,2,1,16,-1,4,-1,15,0,0,-1,-1,5,-1,0,20,-9,30,-1,0,"08:00 AM",2,2,-1,-1,-1,6,2,-1,3,2,-1,3,1,-1,13000,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,8,2.20999999999992,42,1,2,3.08999999999992,-9,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4159.01507568234,1,1,1,2,2,5,1,2,4,2,5,3,2,2,5,2,2,8,0,1,1,1,4703.52430263695,0,0,"30183002_1",2,0,0,1,1,0,0,535,30,565,0,0,0,15,15,30,15,0,0,0,1,0,0,1,0,1,0,0,0,0,0,15,30,1
"397",30183090,6,1,3,3,11,2,"WA",53,2,2,201606,1,6,2,5,2,1,4,1,9,4,92,3,2,"42660",5,1500,300,350,5,750,300,1,1,53,5,2,1,1,3,1,-1,2,2,1,11,-1,4,-1,21,7,0,-1,-1,30,-1,0,0,-9,60,-1,10,"07:45 AM",2,1,-1,-1,-1,5,2,-1,1,2,-1,5,2,1984,10000,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,3,16.6599999999999,53,1,2,24.1199999999999,-9,1,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13360.8586302661,2,1,1,1,1,5,1,5,1,4,5,2,1,4,4,1,1,7,0,1,3,1,11760.9354888865,0,1,"30183090_1",1,0,1,0,0,1,0,600,60,660,30,95,125,0,0,0,30,1,0,0,1,1,0,0,1,0,1,0,0,0,1,95,125,0
"398",30183821,3,1,2,2,8,2,"CA",6,2,2,201607,1,2,1,5,1,1,3,1,9,4,91,1,2,"41860",90,7000,3000,5000,90,7000,7000,2,2,43,4,1,2,2,1,1,-1,1,2,1,16,-1,1,-1,14,7,0,-1,-1,21,-1,0,0,-9,150,-1,60,"09:15 AM",1,1,1,-1,-1,5,2,-1,1,2,-1,4,1,-1,15000,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,1,3,42.3799999999992,6,1,2,49.6399999999994,-9,1,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,578.297128323406,1,1,1,5,2,5,1,4,5,3,5,5,2,5,5,5,1,10,0,1,2,1,432.772219922227,0,0,"30183821_2",1,0,1,0,0,1,0,455,150,605,0,0,0,45,145,190,45,0,1,1,1,1,0,0,1,1,0,0,0,0,0,145,190,0
"399",30184213,5,1,5,4,8,3,"NY",36,5,5,201608,1,2,1,5,1,1,5,1,2,1,21,3,2,"35620",5,3000,1500,1500,5,3000,1500,2,5,32,5,1,6,2,3,1,-1,2,2,1,16,-1,4,-1,3,3,0,-1,-1,5,-1,0,0,-9,100,-1,0,"08:55 AM",2,1,-1,-1,-1,0,2,-1,2,3,5,-1,2,2015,-1,1,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,4,33.7599999999984,36,2,2,38.2299999999996,-9,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3209.66278263769,1,1,1,1,1,5,1,3,5,1,5,1,1,1,3,1,1,13,0,1,5,1,2132.75921791161,0,0,"30184213_5",1,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1
"400",30184698,2,1,2,1,11,2,"NY",36,2,2,201610,1,2,3,1,2,4,6,2,2,1,23,1,2,"XXXXX",20,300,50,25,20,50,50,2,1,60,5,2,1,2,1,1,-1,2,2,1,16,-1,4,-1,14,2,0,-1,-1,20,-1,0,2,-9,30,-1,3,"09:30 AM",1,1,1,-1,-1,6,2,-1,2,3,2,-1,1,-1,5000,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,2,5,81.7999999999993,36,1,1,101.129999999997,-9,3,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,72.7797378151832,3,1,2,3,3,4,2,5,4,5,5,4,4,4,5,3,1,13,0,1,2,1,82.1624247331809,0,0,"30184698_1",2,0,1,0,0,1,0,538,30,568,0,0,0,176,15,191,176,0,0,0,1,1,0,0,1,0,0,1,0,0,0,15,191,1
"401",30184992,4,1,4,2,11,2,"NY",36,2,2,201608,1,6,1,5,1,1,5,1,2,1,21,1,2,"35620",40,3000,1500,1500,60,3000,1500,2,1,46,4,2,1,1,1,1,-1,2,2,1,15,-1,1,-1,30,5,0,-1,-1,6,-1,0,3,-9,90,-1,10,"08:15 AM",2,1,-1,-1,-1,10,2,-1,2,2,-1,4,1,-1,12000,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,4,27.9099999999999,36,1,2,34.9899999999998,-9,3,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,190.710206271759,1,1,1,2,2,-9,1,3,3,1,5,2,2,4,4,2,1,8,0,1,4,1,167.314746440023,0,2,"30184992_1",2,1,0,0,1,0,0,535,90,625,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1
"402",30185578,2,2,4,2,9,2,"NY",36,2,1,201608,1,6,1,5,1,1,5,1,2,1,21,1,2,"35620",70,30000,17000,5000,70,30000,17000,2,2,37,4,2,3,2,1,1,-1,2,2,1,15,-1,1,-1,14,7,0,-1,-1,5,-1,0,0,-9,90,-1,20,"08:30 AM",2,2,-1,-1,-1,0,2,-1,3,2,-1,5,1,-1,-88,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,5,10.1899999999996,36,1,2,12.1099999999997,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1136.70464465544,1,1,1,1,2,-9,1,5,5,5,5,2,2,2,5,5,1,25,0,1,4,1,1077.89633040169,0,0,"30185578_2",2,1,0,0,0,1,0,540,90,630,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
"403",30186081,5,1,4,2,11,2,"IL",17,2,2,201609,1,4,1,5,1,1,5,1,3,2,31,1,2,"16980",40,17000,7000,5000,30,17000,7000,1,1,37,5,2,1,1,1,1,-1,2,2,1,16,-1,4,-1,7,0,0,-1,-1,20,-1,0,4,-9,25,-1,0,"07:30 AM",2,1,-1,-1,-1,15,2,-1,1,2,-1,5,1,-1,1000,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,1,4,8.70999999999958,17,1,2,9.7199999999998,-9,3,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4198.1922955906,1,1,1,1,1,3,2,3,4,1,5,4,4,4,4,3,1,9,1,1,4,1,3998.75918210913,0,1,"30186081_1",1,0,1,0,0,1,0,510,25,535,5,35,40,5,10,15,10,1,0,0,1,1,0,0,1,1,0,0,0,0,1,45,55,0
"404",30186081,5,1,4,2,11,2,"IL",17,2,2,201609,1,4,1,5,1,1,5,1,3,2,31,1,2,"16980",40,17000,7000,5000,30,17000,7000,1,2,35,5,2,2,2,1,1,-1,1,2,1,16,-1,4,-1,10,0,0,-1,-1,20,-1,0,4,-9,30,-1,0,"08:30 AM",2,1,-1,-1,-1,10,2,-1,1,2,-1,3,1,-1,250,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,1,3,8.80999999999995,17,1,2,9.87999999999965,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3842.52315489176,1,1,1,1,1,3,2,3,4,1,5,4,4,4,4,3,1,9,1,1,4,1,3998.75918210913,0,1,"30186081_2",1,0,1,0,0,1,0,510,30,540,0,0,0,5,5,10,5,0,0,1,1,1,0,0,1,1,0,0,0,0,1,5,10,0
"405",30186527,4,1,1,0,3,0,"NC",37,1,1,201611,1,1,3,3,2,1,2,1,5,3,53,1,1,"XXXXX",60,3000,1500,1500,60,3000,1500,2,1,41,2,1,1,1,1,1,-1,2,2,1,11,-1,3,-1,3,3,0,-1,-1,2,-1,0,5,-9,20,-1,5,"06:45 AM",2,2,-1,-1,-1,2,1,3,1,2,-1,3,1,-1,-1,1,1,1,-1,-1,1,-1,3,-1,-1,-1,-1,-1,1,2,2,1,2,1.44999999999999,37,2,2,3.17999999999995,-9,4,4,4,7,7,-1,-1,2,1,2,2,2,2,2,1532.57892286653,3,5,1,5,-9,5,5,2,5,5,1,1,1,5,5,2,2,2,0,1,1,1,1008.81974635952,0,0,"30186527_1",1,1,0,0,1,0,0,555,20,575,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"406",30186834,6,1,5,3,8,3,"MN",27,2,2,201611,1,6,2,5,2,1,4,1,4,2,42,1,2,"33460",30,1500,750,1500,20,3000,750,1,1,47,5,2,1,1,1,1,-1,1,2,1,11,-1,4,-1,4,4,0,-1,-1,12,-1,0,0,-9,45,-1,0,"08:00 AM",2,1,-1,-1,-1,1,2,-1,1,3,3,-1,1,-1,20000,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,5,11.0699999999997,27,1,2,14.1899999999996,-9,1,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3272.07732559656,2,1,1,5,4,4,1,5,2,5,5,4,2,4,4,2,1,14,0,1,5,1,3283.98480068883,0,2,"30186834_1",1,0,0,0,0,0,0,0,45,45,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1
"407",30186847,2,2,1,0,6,1,"WI",55,1,1,201604,1,1,3,3,2,1,2,1,3,2,33,1,2,"XXXXX",95,17000,17000,5000,90,17000,17000,2,1,22,4,2,1,2,1,1,-1,2,2,1,11,-1,4,-1,10,0,0,-1,-1,22,-1,0,0,-9,45,-1,0,"08:20 AM",2,1,-1,-1,-1,5,2,-1,1,2,-1,1,2,1996,-88,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,3,11.02,55,1,2,17.4899999999998,-9,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,742.652844493543,3,1,1,2,2,5,5,3,1,5,5,5,4,4,4,2,2,3,0,1,1,1,399.677598247111,0,0,"30186847_1",1,0,1,0,1,0,0,510,45,555,9,53,62,0,0,0,9,0,0,0,1,1,0,1,0,0,0,1,0,0,0,53,62,0
"408",30187371,2,2,1,1,10,1,"CA",6,1,1,201606,1,1,1,5,1,1,5,1,9,4,91,3,2,"41860",70,30000,30000,5000,80,30000,30000,1,1,34,5,2,1,2,3,1,-1,2,2,1,11,-1,4,-1,10,0,0,-1,-1,20,-1,0,5,-9,30,-1,0,"08:30 AM",1,1,0,-1,-1,3,2,-1,2,2,-1,1,1,-1,2500,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,1,3,1.60999999999996,6,1,2,2.04999999999995,-9,3,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1942.67281855602,1,1,1,3,1,5,3,3,2,4,5,4,4,2,5,3,2,3,0,1,1,1,1592.03265042521,0,0,"30187371_1",1,0,1,0,1,0,0,520,30,550,0,0,0,53,37,90,53,0,0,0,1,1,0,0,1,1,0,0,0,0,0,37,90,0
"409",30187472,2,1,1,1,8,1,"NY",36,1,1,201605,1,1,1,5,1,1,5,1,2,1,21,3,2,"35620",5,3000,1500,1500,5,3000,1500,2,1,47,5,2,1,2,3,1,-1,2,2,1,15,-1,4,-1,14,0,0,-1,-1,60,-1,0,0,-9,75,-1,5,"09:55 AM",2,1,-1,-1,-1,10,2,-1,1,2,-1,2,2,1994,1500,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,2,17.25,36,1,2,21.1399999999994,-9,3,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1542.10215759726,1,1,1,1,1,5,2,4,4,1,5,4,1,4,5,3,2,2,0,1,1,1,1517.08304913646,0,0,"30187472_1",1,1,0,0,1,0,0,485,75,560,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
"410",30187621,3,2,1,0,5,0,"NY",36,1,1,201607,1,1,1,5,1,1,5,1,2,1,21,1,2,"35620",95,30000,30000,5000,90,30000,17000,2,1,27,5,2,1,1,1,2,1,2,2,1,16,-1,4,-1,25,0,0,-1,-1,90,-1,0,3,-9,53,-1,0,"09:30 AM",1,2,1,-1,-1,5,2,-1,2,2,-1,2,1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,7,11.6699999999996,36,2,2,13.7199999999998,-9,4,4,4,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,1350.35331300816,1,1,1,5,1,5,5,3,3,1,5,5,2,4,4,4,2,7,0,1,1,1,1074.68845718945,0,0,"30187621_1",2,0,1,0,1,0,0,559,53,612,3,57,60,0,0,0,3,1,0,0,1,0,0,1,0,1,0,0,0,0,0,57,60,1
"411",30188544,2,1,4,0,9,2,"NY",36,4,4,201607,3,2,1,5,1,1,5,1,2,1,21,3,2,"35620",80,30000,30000,5000,80,30000,30000,1,2,60,5,2,2,2,3,1,-1,2,2,1,16,-1,4,-1,20,1,0,-1,-1,20,-1,0,2,-9,20,-1,0,"09:30 AM",1,1,5,-1,-1,4,2,-1,1,3,1,-1,2,1980,200,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,5,0.259999999999991,36,1,2,0.339999999999989,-9,4,4,4,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,3566.82804720675,1,1,1,5,1,4,5,5,4,3,5,3,2,1,3,1,1,24,0,1,4,1,3835.64816546757,0,0,"30188544_2",1,0,0,1,1,0,0,427,20,447,10,30,40,22,3,25,32,0,0,0,1,1,0,0,1,1,0,0,0,0,0,33,65,0
"412",30188544,2,1,4,0,9,2,"NY",36,4,4,201607,3,2,1,5,1,1,5,1,2,1,21,3,2,"35620",80,30000,30000,5000,80,30000,30000,1,4,23,4,2,3,2,3,1,-1,2,2,1,16,-1,4,-1,15,15,0,-1,-1,20,-1,0,0,-9,15,-1,0,"10:00 AM",2,2,-1,-1,-1,10,2,-1,1,2,-1,4,1,-1,-1,1,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,7,3.03999999999996,36,2,2,4.08999999999992,-9,4,4,4,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,4791.73300728459,1,1,1,5,1,4,5,5,4,3,5,3,2,1,3,1,1,24,0,1,4,1,3835.64816546757,0,0,"30188544_4",1,0,0,1,1,0,0,395,15,410,0,0,0,50,58,108,50,0,0,0,1,0,0,0,1,1,0,0,0,0,0,58,108,0
"413",30189044,2,2,1,0,1,0,"CA",6,1,1,201608,1,1,1,5,1,1,5,1,9,4,91,2,2,"31080",60,7000,3000,5000,50,17000,3000,2,1,37,5,2,1,1,2,1,-1,2,2,2,11,-1,3,-1,14,0,0,-1,-1,60,-1,0,6,-9,25,-1,50,"08:30 AM",2,2,-1,-1,-1,1,2,-1,1,3,6,-1,1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,1,4,2.88999999999999,6,2,2,3.56999999999994,-9,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1544.9314036397,1,1,1,5,1,5,5,3,1,2,5,5,2,1,4,3,2,4,0,1,1,1,1223.5696941566,0,0,"30189044_1",1,0,1,0,1,0,0,180,25,205,83,148,231,0,0,0,83,1,0,0,0,0,1,0,0,1,0,0,0,0,0,148,231,0
"414",30189690,4,2,3,1,10,2,"TX",48,2,2,201605,1,6,2,5,2,1,4,1,7,3,72,1,2,"19100",20,7000,3000,5000,50,7000,3000,2,1,36,4,2,1,2,1,1,-1,2,2,1,16,-1,4,-1,16,2,1,1,0,30,-1,0,3,-9,30,-1,3,"08:00 AM",1,2,1,-1,-1,5,2,-1,2,3,3,-1,1,-1,200,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,3,4.1099999999999,48,1,2,5.22999999999979,-9,3,3,3,3,5,-1,6,-1,-1,-1,-1,-1,-1,-1,701.000303714882,2,1,1,4,1,3,2,4,3,1,5,3,2,2,2,2,1,16,0,1,3,1,662.251127246814,0,1,"30189690_1",1,0,1,0,0,1,0,535,30,565,0,0,0,2,5,7,2,0,0,0,1,0,0,0,1,0,1,0,0,0,1,5,7,0
"415",30189758,7,1,2,2,1,1,"CA",6,2,2,201610,2,2,1,5,1,1,5,1,9,4,91,3,2,"41860",80,17000,7000,5000,70,17000,7000,2,2,33,3,2,6,1,3,1,-1,2,2,2,15,-1,1,-1,4,1,4,2,0,10,-1,0,10,-9,55,-1,15,"10:00 AM",2,2,-1,-1,-1,1,2,-1,4,2,-1,3,2,2004,-1,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,6,5.65999999999985,6,2,2,7.06999999999994,-9,4,4,4,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,1767.48881165816,1,1,1,1,-9,-9,1,-9,-9,-9,-9,4,4,5,5,5,1,15,0,1,2,1,1476.67993243792,0,0,"30189758_2",2,0,0,1,1,0,0,545,55,600,0,0,0,40,10,50,40,1,0,0,0,0,1,0,0,1,0,0,0,0,0,10,50,1
"416",30189972,2,2,2,1,8,1,"NY",36,2,1,201605,1,10,1,5,1,1,5,1,2,1,21,1,2,"35620",90,30000,17000,5000,90,30000,17000,2,1,50,4,2,1,1,1,1,-1,2,2,1,11,-1,3,-1,7,0,0,-1,-1,26,-1,0,0,-9,20,-1,20,"07:52 AM",2,2,-1,-1,-1,0,2,-1,3,2,-1,2,1,-1,3000,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,5,0.469999999999999,36,1,2,0.629999999999995,-9,3,4,2,5,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,4585.03090348065,1,1,1,3,1,5,2,2,2,1,5,4,2,4,5,2,1,7,0,1,2,1,3831.85312199456,0,0,"30189972_1",1,0,0,1,1,0,0,478,20,498,50,25,75,14,1,15,64,1,0,0,1,0,0,0,1,1,0,0,0,0,0,26,90,0
